Jack,1996,PG-13,09 Aug 1996,113 min,"Comedy, Drama, Fantasy",Francis Ford Coppola,"James DeMonaco, Gary Nadeau","Robin Williams, Diane Lane, Brian Kerwin","Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled.","English, Spanish",United States,6 nominations,https://m.media-amazon.com/images/M/MV5BZDYyYzAyNjctODM1Mi00ZjE4LWFmNTItZjRmOWUxODA1ODY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
I Shot Andy Warhol,1996,R,01 May 1996,103 min,"Biography, Drama",Mary Harron,"Jeremiah Newton, Diane Tucker, Mary Harron","Lili Taylor, Jared Harris, Martha Plimpton","This is the story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce. After many times of ignoring her, Valerie sh...",English,"United Kingdom, United States",5 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BNWJkZTI3ZGUtOWQ3Ni00Y2Y5LTgxYWEtODQ4Yjg4M2ZmMWQ3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
Touki Bouki,1973,Not Rated,21 Oct 1976,85 min,Drama,Djibril Diop Mambéty,Djibril Diop Mambéty,"Magaye Niang, Myriam Niang, Christoph Colomb","Mory, a cowherd, and Anta, a university student, try to make money in order to go to Paris and leave their boring past behind.","Wolof, Arabic, French",Senegal,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BN2ExYmM2NjktODBkYy00NTdmLWI4OTEtMGNiYmE3NzY3ZjM0XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg
Spirits of the Dead,1968,R,23 Jul 1969,121 min,"Drama, Horror, Mystery","Federico Fellini, Louis Malle, Roger Vadim","Edgar Allan Poe, Roger Vadim, Pascal Cousin","Jane Fonda, Brigitte Bardot, Alain Delon","A trio of Edgar Allan Poe adaptations about a cruel countess haunted by her cousin's stallion, a sadistic soldier haunted by his doppelgänger, and an alcoholic actor haunted by the Devil.","French, Italian, English","France, Italy",2 nominations,https://m.media-amazon.com/images/M/MV5BNzg0Njk5Y2EtMDk4ZC00ODcwLTk2NDUtNjA0YTA0ODA1YWViXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_SX300.jpg
Trainspotting,1996,R,09 Aug 1996,93 min,Drama,Danny Boyle,"Irvine Welsh, John Hodge","Ewan McGregor, Ewen Bremner, Jonny Lee Miller","Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",English,United Kingdom,Nominated for 1 Oscar. 23 wins & 35 nominations total,https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
'Til There Was You,1997,PG-13,30 May 1997,113 min,"Romance, Comedy",Scott Winant,Winnie Holzman,"Jeanne Tripplehorn, Dylan McDermott, John Plumpis","Two strangers, whose paths are always crossing, finally meet when fate steps in.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZjE2Mzk1YzUtMWZhYi00Yjc2LWEyZjYtZDIzOWRkNDlmZmI1XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg
Independence Day,1996,PG-13,03 Jul 1996,145 min,"Action, Adventure, Sci-Fi",Roland Emmerich,"Dean Devlin, Roland Emmerich","Will Smith, Bill Pullman, Jeff Goldblum","The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",English,United States,Won 1 Oscar. 35 wins & 35 nominations total,https://m.media-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Stealing Beauty,1996,R,14 Jun 1996,118 min,"Drama, Mystery, Romance",Bernardo Bertolucci,"Bernardo Bertolucci, Susan Minot","Jeremy Irons, Liv Tyler, Carlo Cecchi","After her mother commits suicide, a young woman travels to Italy in search of love, truth and a deeper connection with herself.","English, French, German, Spanish, Italian","United Kingdom, France, Italy",3 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BYWI2ODE4NzktODQ4Ny00MmU0LWI5MjYtNmUyZmVkNmY5MmI4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
The Fan,1996,R,16 Aug 1996,116 min,"Action, Drama, Sport",Tony Scott,"Peter Abrahams, Phoef Sutton","Robert De Niro, Wesley Snipes, Ellen Barkin",An all star baseball player becomes the unhealthy focus of a down on his luck salesman.,"English, Spanish",United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BNjFlN2VjNjYtZDdjOS00ZGI3LTg1MWQtZTBhNmRjNDFiZDE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Hunchback of Notre Dame,1996,G,21 Jun 1996,91 min,"Animation, Drama, Family","Gary Trousdale, Kirk Wise","Tab Murphy, Victor Hugo, Irene Mecchi","Demi Moore, Jason Alexander, Mary Kay Bergman","A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.","English, Latin","United States, Japan",Nominated for 1 Oscar. 8 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BZmYxNjE2M2UtYzJhOC00MzVlLWJhM2ItYzkzZWJkZWFhNTE1L2ltYWdlXkEyXkFqcGdeQXVyMzMyODMwMTI@._V1_SX300.jpg
The Cable Guy,1996,PG-13,14 Jun 1996,96 min,"Comedy, Drama, Thriller",Ben Stiller,Lou Holtz Jr.,"Jim Carrey, Matthew Broderick, Leslie Mann",A designer makes a grievious mistake when he rejects the friendship of a borderline cable guy.,"English, French",United States,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZTM2YmM4NTAtOTQ0NC00YmZkLTkxYTQtMWQyZWJlZTg0ZjUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Kingpin,1996,PG-13,26 Jul 1996,114 min,"Comedy, Sport","Bobby Farrelly, Peter Farrelly","Barry Fanaro, Mort Nathan","Woody Harrelson, Randy Quaid, Bill Murray","A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@._V1_SX300.jpg
Eraser,1996,R,21 Jun 1996,115 min,"Action, Crime, Thriller",Chuck Russell,"Tony Puryear, Walon Green, Michael S. Chernuchin","Arnold Schwarzenegger, Vanessa Williams, James Caan",A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.,"English, Russian",United States,Nominated for 1 Oscar. 3 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BNDNlZGNkY2YtNjA1NS00NDZhLWFhZGEtMzlmMWIyMDI1M2ZiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg
The Nutty Professor,1996,PG-13,28 Jun 1996,95 min,"Comedy, Romance, Sci-Fi",Tom Shadyac,"Jerry Lewis, Bill Richmond, David Sheffield","Eddie Murphy, Jada Pinkett Smith, James Coburn",Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,English,United States,Won 1 Oscar. 10 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMTcwODlmZDktNWRkOC00NTFlLTkyMjQtYWUxMzZkNDE4MGVmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
Un été inoubliable,1994,N/A,11 Nov 1994,82 min,"Drama, Romance, War",Lucian Pintilie,"Lucian Pintilie, Petru Dumitriu","Kristin Scott Thomas, Claudiu Bleont, Olga Tudorache","Romania in the 1920s. Marie-Thérèse Von Debretsy (Dame Kristin Scott Thomas) refuses the advances of her husband's commanding officer. As a result, the cosmopolitan family is reassigned to a dark and dangerous outpost on the front...","Romanian, French, English","Romania, France",2 nominations,https://m.media-amazon.com/images/M/MV5BMWJlNmM2ZTUtNjhmOC00OWNhLWFlMjMtZjU5NmEzYjc4OGY4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
"The Last Klezmer: Leopold Kozlowski, His Life and Music",1994,N/A,01 Apr 1994,85 min,"Documentary, Music",Yale Strom,N/A,Leopold Kozlowski,N/A,"English, Polish, Yiddish, Russian",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTk2NjAwNTM1Ml5BMl5BanBnXkFtZTcwNDEwNDkyMQ@@._V1_SX300.jpg
Somebody to Love,1994,R,27 Sep 1996,102 min,"Comedy, Drama",Alexandre Rockwell,"Sergei Bodrov, Alexandre Rockwell","Rosie Perez, Harvey Keitel, Anthony Quinn","Mercedes is a taxi dancer who wants to be an actress. She's involved with the married Harry, who considers himself a respected actor. Ernesto is in love with Mercedes, but he doesn't dance or have money.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZTE1N2RiOWQtNjdhYi00YmQ5LTlhODMtNDFmMTliZjM0NDgyXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg
Daylight,1996,PG-13,06 Dec 1996,114 min,"Action, Adventure, Drama",Rob Cohen,Leslie Bohem,"Sylvester Stallone, Amy Brenneman, Viggo Mortensen",Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,English,United States,Nominated for 1 Oscar. 1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BYjQ2NGVkMWYtY2U0Yy00ZDg3LTgwZGItMzhjOTBjOWQ4MGYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
The Frighteners,1996,R,19 Jul 1996,110 min,"Comedy, Fantasy, Horror",Peter Jackson,"Fran Walsh, Peter Jackson","Michael J. Fox, Trini Alvarado, Peter Dobson","After a tragic car accident that kills his wife, a man discovers he can communicate with the dead, and he uses that gift to con people. However, when a demonic spirit appears, he may be the only one who can stop it from killing th...",English,"New Zealand, United States",3 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BNGZlN2Q2NmYtODdjNi00NjJlLWI5NzYtN2Y5NjIzYWUxOWU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Lone Star,1996,R,21 Jun 1996,135 min,"Drama, Mystery, Western",John Sayles,John Sayles,"Chris Cooper, Elizabeth Peña, Stephen Mendillo","When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.","English, Spanish",United States,Nominated for 1 Oscar. 15 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BN2ViYzQ3YTAtZmQ5OS00ZWNkLWFkZWQtYTJiNTI1OWVlMzc0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
Harriet the Spy,1996,PG,10 Jul 1996,100 min,"Comedy, Drama, Family",Bronwen Hughes,"Louise Fitzhugh, Greg Taylor, Julie Talen","Michelle Trachtenberg, Rosie O'Donnell, Gregory Smith","Harriet M. Welsch is a spy. But when her friends find her secret notebook, the tables are turned on her. Can she win them back and still keep on going with the spy business?",English,United States,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BY2UwOTQ0Y2QtZmM4NC00ZTRiLWIyZDUtMmIzYzg4MjQyNTUyXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg
Phenomenon,1996,PG,03 Jul 1996,123 min,"Drama, Fantasy, Romance",Jon Turteltaub,Gerald Di Pego,"John Travolta, Kyra Sedgwick, Forest Whitaker","An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.","English, Spanish, Portuguese",United States,7 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMjAwMDA2NzEyMl5BMl5BanBnXkFtZTgwNTA2MjgxMTE@._V1_SX300.jpg
Walking and Talking,1996,R,17 Jul 1996,86 min,"Comedy, Drama, Romance",Nicole Holofcener,Nicole Holofcener,"Catherine Keener, Anne Heche, Amy Braverman","Just as Amelia thinks she's over her anxiety and insecurity, her best friend announces her engagement, bringing her anxiety and insecurity right back.",English,"United Kingdom, United States, Germany, France",7 nominations,https://m.media-amazon.com/images/M/MV5BODVjODIyNDYtZTU2Ny00MDIxLTg1ZTEtYjJlNDkyNDEzNDcwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
She's the One,1996,R,23 Aug 1996,96 min,"Comedy, Drama, Romance",Edward Burns,Edward Burns,"Edward Burns, Jennifer Aniston, John Mahoney","The love lives of two brothers, Mickey and Francis, interconnect as Francis cheats on his wife with Mickey's ex-girlfriend, while Mickey impulsively marries a stranger.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BZTU0OWFjZTgtYmExNi00MDhiLTg1NmEtMTIxZDc4ZDNlOGU2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
A Time to Kill,1996,R,24 Jul 1996,149 min,"Crime, Drama, Thriller",Joel Schumacher,"John Grisham, Akiva Goldsman","Matthew McConaughey, Sandra Bullock, Samuel L. Jackson","In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.",English,United States,7 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BM2U4OThhNTQtN2JmZi00OWY0LThmZjYtMzNhZmExMWM0OTNjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg
American Buffalo,1996,R,13 Sep 1996,88 min,Drama,Michael Corrente,David Mamet,"Dustin Hoffman, Dennis Franz, Sean Nelson",Long-repressed feelings of bitterness and betrayal explode when three inner-city losers plot the robbery of a valuable coin in a seedy second-hand junk shop.,English,"United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BN2Y4MDdhNjQtYjdhYi00M2ZjLThiZWEtZTYwMDRjNzU1YjQ1XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
Alaska,1996,PG,14 Aug 1996,109 min,"Adventure, Drama, Family",Fraser C. Heston,"Andy Burg, Scott Myers","Thora Birch, Vincent Kartheiser, Dirk Benedict","While searching for their missing father in the mountains of Alaska, two siblings come across a baby polar bear on the run from a pair of poachers.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BN2Y5OGE3OGMtMWQwMi00ODMxLTllZDMtMTk4NGFiYjA0NmI4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
Fled,1996,R,19 Jul 1996,98 min,"Action, Adventure, Crime",Kevin Hooks,Preston A. Whitmore II,"Laurence Fishburne, Stephen Baldwin, Will Patton",Two prisoners chained together flee during an escape attempt gone bad.,"English, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BMjA3N2Q4MmUtMzA5MC00ZWY1LWIxNDItYWZkOWFmZGNkNWU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Kazaam,1996,PG,17 Jul 1996,93 min,"Comedy, Family, Fantasy",Paul Michael Glaser,"Paul Michael Glaser, Christian Ford, Roger Soffer","Shaquille O'Neal, Francis Capra, Ally Walker","A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BYzhiNzUyOGQtYjI5OC00NmYxLTgyNmMtMGM3N2U0OWJmNDhiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
Larger Than Life,1996,PG,01 Nov 1996,93 min,"Comedy, Family",Howard Franklin,"Roy Blount Jr., Pen Densham, Garry Williams","Bill Murray, Matthew McConaughey, Jerry Adler",A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTdlNjhkNDktMDk0Yi00MjRmLWE2ZDUtYzM5MDE5MjJiOGJhXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_SX300.jpg
A Very Brady Sequel,1996,PG-13,23 Aug 1996,90 min,Comedy,Arlene Sanford,"Sherwood Schwartz, Harry Elfont, Deborah Kaplan","Shelley Long, Gary Cole, Tim Matheson","The Bradys are surprised when a man claiming to be Carol's long lost first husband shows up at their home. Before long, his strange actions cause them to question his motives.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BYWU3YzYxZTgtMmRmOC00ZDE2LWEyMjAtNTQ4NTExNzE0NDYyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Collector,1967,Not Rated,02 Mar 1967,89 min,"Comedy, Drama, Romance",Éric Rohmer,"Patrick Bauchau, Haydée Politoff, Daniel Pommereulle","Patrick Bauchau, Haydée Politoff, Daniel Pommereulle","A womanizing art dealer and a painter find the serenity of their Riviera vacation disturbed by a third guest, a vivacious bohemian woman known for her long list of male conquests.","Italian, French, English",France,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BODkwZGVjNDctMDNlMS00N2QxLWI2NTYtZTk3OTRkMjQ4OWViXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
Kaspar Hauser,1993,N/A,07 Jun 1996,139 min,"Drama, History, Mystery",Peter Sehr,Peter Sehr,"André Eisermann, Udo Samel, Jeremy Clyde","Kaspar Hauser is the son of the duke of Baden. At the age of one he was swapped by another baby that has been killed right after the change. The real Kaspar Hauser grew up in prison without light, social contacts and education for...",German,"Germany, Austria, Sweden",7 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjAxMDU3NTcxNF5BMl5BanBnXkFtZTYwMDY0Nzg4._V1_SX300.jpg
The Adventures of Pinocchio,1996,G,26 Jul 1996,96 min,"Adventure, Drama, Family",Steve Barron,"Sherry Mills, Steve Barron, Tom Benedek","Martin Landau, Jonathan Taylor Thomas, Geneviève Bujold","One of puppet-maker Geppetto's creations comes magically to life. This puppet named Pinocchio has one major desire, to become a real boy someday, but he has to learn to act responsibly.",English,"United States, Germany, United Kingdom, Czech Republic, France",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNDdiZWM4ZDAtYTM2Yi00MDg3LTk4MTItZjc3Y2Y2YzI0ZTcyXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_SX300.jpg
Joe's Apartment,1996,PG-13,26 Jul 1996,80 min,"Comedy, Fantasy, Musical",John Payson,John Payson,"Jerry O'Connell, Megan Ward, Billy West","A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.","English, Spanish",United States,2 wins,https://m.media-amazon.com/images/M/MV5BNzczODMyNGUtNjRmOS00ZTA3LWIxOTgtOGE2YmYwZDA2YWU1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
The First Wives Club,1996,PG,20 Sep 1996,103 min,Comedy,Hugh Wilson,"Olivia Goldsmith, Robert Harling","Goldie Hawn, Bette Midler, Diane Keaton","Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.","English, Italian, French",United States,Nominated for 1 Oscar. 3 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BOTUxMDkzMTItMzAxMC00MWY5LTk1N2ItMTEzOTRmZDYzOTE4XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg
Ransom,1996,R,08 Nov 1996,121 min,"Action, Crime, Thriller",Ron Howard,"Cyril Hume, Richard Maibaum, Richard Price","Mel Gibson, Gary Sinise, Rene Russo","Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.",English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BZTc0ZjNkYTktMmJmOS00OTJlLTg1NWUtMzQ5ZGMxM2NhY2M0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
High School High,1996,PG-13,25 Oct 1996,86 min,"Comedy, Crime, Romance",Hart Bochner,"David Zucker, Robert LoCash, Pat Proft","Jon Lovitz, Tia Carrere, Louise Fletcher","Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmQ4NzE5ZDItMzFjYi00MTU5LTliYjAtYzRjZDI4ZjQ4NzY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Foxfire,1996,R,23 Aug 1996,102 min,"Drama, Romance",Annette Haywood-Carter,"Joyce Carol Oates, Elizabeth White","Hedy Burress, Angelina Jolie, Jenny Lewis","Legs Sadovsky gets four other high school girls to think for themselves and react to a teacher's sexual harassment, which gets them suspended. They bond, and rebel, at an abandoned house.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDFkZWEwMjAtY2E4MC00MjU5LTlkNzgtZWM4ZTVhZjhhM2EzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg
Chain Reaction,1996,PG-13,02 Aug 1996,107 min,"Action, Drama, Sci-Fi",Andrew Davis,"Arne Schmidt, Rick Seaman, Josh Friedman","Keanu Reeves, Morgan Freeman, Rachel Weisz",Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,"English, Chinese",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZTkzZmQxZmQtZmJkMS00YmJlLWI0YmItMjcwYzBhM2E3NGQzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
Matilda,1996,PG,02 Aug 1996,102 min,"Comedy, Family, Fantasy",Danny DeVito,"Roald Dahl, Nicholas Kazan, Robin Swicord","Danny DeVito, Rhea Perlman, Mara Wilson","A girl gifted with a keen intellect and psychic powers uses both to deal with her crude, distant family and free her kind teacher from their sadistic headmistress.",English,United States,3 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMWE2YTBhYzItZDAxZS00Mjc3LWIxNmYtMzljZjIxMGE1NmY2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Emma,1996,PG,30 Aug 1996,120 min,"Comedy, Drama, Romance",Douglas McGrath,"Jane Austen, Douglas McGrath","Gwyneth Paltrow, James Cosmo, Greta Scacchi","While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love.",English,"United Kingdom, United States",Won 1 Oscar. 3 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BN2E1YTUzZDAtODQ2YS00MWNjLWEzMzAtZjgwY2M3ZTcwOTJhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
The Crow: City of Angels,1996,R,30 Aug 1996,84 min,"Action, Crime, Fantasy",Tim Pope,"James O'Barr, David S. Goyer","Vincent Perez, Mia Kirshner, Richard Brooks",The spirit of the Crow resurrects another man seeking revenge for the murder of his son.,English,United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMmY0NWRhOGQtZGNlYi00YmNlLTlmZmMtMzFhY2Y0OGFmYzM3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
House Arrest,1996,PG,14 Aug 1996,108 min,"Comedy, Family",Harry Winer,Michael Hitchcock,"Jamie Lee Curtis, Kevin Pollak, Kyle Howard","Desperate to keep their various parents from getting divorced, a group of teenagers kidnaps them and holds them prisoner in a basement to force them to reconcile.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYWJiMGU3ODItMWRiZi00MjFjLWE1ZWItM2U1YTY5NmViMjk2XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg
Eyes Without a Face,1960,Not Rated,24 Oct 1962,90 min,"Drama, Horror",Georges Franju,"Jean Redon, Pierre Boileau, Thomas Narcejac","Pierre Brasseur, Alida Valli, Juliette Mayniel",A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.,French,"France, Italy",N/A,https://m.media-amazon.com/images/M/MV5BNjVjNDBkZjQtMTc4Ni00MTQ5LTkyNmYtNDE2NGMzYzdiOTVlXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg
Bordello of Blood,1996,R,16 Aug 1996,87 min,"Comedy, Fantasy, Horror",Gilbert Adler,"William M. Gaines, Bob Gale, Robert Zemeckis","Dennis Miller, Erika Eleniak, Angie Everhart",The Crypt Keeper returns to tell the story of a funeral parlor that moonlights as a vampire bordello.,"English, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BMWZmMDIwMjAtMDc3MC00YTAxLWIyNWQtYzljNTQzYTIyYWZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Spitfire Grill,1996,PG-13,06 Sep 1996,117 min,Drama,Lee David Zlotoff,Lee David Zlotoff,"Alison Elliott, Ellen Burstyn, Marcia Gay Harden","Oscar-winner Ellen Burstyn (The Exorcist) headlines this critically praised drama about a young woman, just out of prison, who finds spiritual redemption working at a cafe in Maine.",English,United States,3 wins,https://m.media-amazon.com/images/M/MV5BN2RiOTc2MTItNGExNi00MmM0LTk2ZmUtMmYyNWM1MzYxMWRmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
Escape from L.A.,1996,R,09 Aug 1996,101 min,"Action, Adventure, Sci-Fi",John Carpenter,"John Carpenter, Nick Castle, Debra Hill","Kurt Russell, Steve Buscemi, Stacy Keach","Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.","English, Spanish",United States,3 nominations,https://m.media-amazon.com/images/M/MV5BOWUzNTRmNTQtNWMwZS00MTg4LThhMDUtYmQ5OGQ5MmNmYzNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Basquiat,1996,R,09 Aug 1996,107 min,"Biography, Drama",Julian Schnabel,"Lech Majewski, John Bowe, Julian Schnabel","Jeffrey Wright, Michael Wincott, Benicio Del Toro","The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity.","English, Spanish",United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTk3NTk3MzU5N15BMl5BanBnXkFtZTgwNjIwMDcyMTI@._V1_SX300.jpg
Tin Cup,1996,R,16 Aug 1996,135 min,"Comedy, Drama, Romance",Ron Shelton,"John Norville, Ron Shelton","Kevin Costner, Rene Russo, Don Johnson",A washed-up golf pro working at a driving range tries to qualify for the U.S. Open in order to win the heart of his successful rival's girlfriend.,English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BNDQxNzY1MzItZmU1Mi00MWI3LTk4ZjYtOTBlM2RmYTk1MTJjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
The Godfather,1972,R,24 Mar 1972,175 min,"Crime, Drama",Francis Ford Coppola,"Mario Puzo, Francis Ford Coppola","Marlon Brando, Al Pacino, James Caan","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","English, Italian, Latin",United States,Won 3 Oscars. 30 wins & 31 nominations total,https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
